Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
23.48,58.98,66.26,Đất sét,Các loại hạt (hạt mè, hạt  cải),32,0,0,Urea
35.91,64.54,51.18,Đất sét,Cây chè,38,0,0,Urea
23.18,59.48,46.95,Đất cát,Cây mía,22,0,23,Urea
37.6,61.35,36.62,Đất đỏ bazan,Cây đậu phộng (Lạc),35,1,0,14-35-14
34.08,67.3,66.45,Đất thịt tơi xốp,Cây chuối,5,6,32,Urea
38.16,64.57,44.12,Đất cát,Cây bông,6,5,27,10-26-26
34.31,75.92,40.55,Đất sét,Cây bông,8,10,27,20-20
28.13,62.39,53.4,Đất mùn,Cây bông,15,0,8,14-35-14
25.04,66.1,46.92,Đất sét,Các loại đậu,4,13,25,17-17-17
35.22,56.07,66.76,Đất đỏ bazan,Cây chè,25,1,19,Urea
33.39,58.29,46.97,Đất thịt tơi xốp,Cây chuối,12,4,5,Urea
31.97,56.43,38.33,Đất đỏ bazan,Khoai tây,20,0,25,DAP
29.39,52.92,44.26,Đất đỏ bazan,Cây mía,14,0,11,10-26-26
28.22,63.09,31.79,Đất mùn,Các loại hạt (hạt mè, hạt  cải),41,1,4,10-26-26
28.99,57.8,41.7,Đất thịt tơi xốp,Cây chuối,33,0,1,DAP
31.7,60.31,42.96,Đất mùn,Cây đậu phộng (Lạc),17,0,22,20-20
28.82,62.02,40.63,Đất sét,Cây bắp,11,9,29,14-35-14
31.71,52.75,30.13,Đất sét,Các loại hạt (hạt mè, hạt  cải),11,12,13,14-35-14
27.04,53.79,60.68,Đất thịt tơi xốp,Millets,10,12,31,DAP
28.31,66.5,29.81,Đất sét,Millets,18,0,27,20-20
27.83,55.13,30.2,Đất mùn,Cây chuối,27,2,19,14-35-14
30.04,58.87,38.82,Đất sét,Cây lúa,2,17,12,28-28
35.85,70.43,52.65,Đất thịt tơi xốp,Cây chuối,6,0,15,20-20
32.69,55.16,54.36,Đất đỏ bazan,Cây lúa,38,0,4,28-28
25.42,55.67,20.0,Đất mùn,Cây chè,8,0,41,Urea
36.08,58.63,55.26,Đất thịt tơi xốp,Cây bông,19,0,37,10-26-26
32.87,55.38,34.81,Đất mùn,Cây bắp,38,0,2,20-20
33.54,64.83,36.55,Đất sét,Cây đậu phộng (Lạc),6,7,31,10-26-26
24.47,48.83,63.87,Đất sét,Các loại đậu,9,0,9,Urea
30.37,59.55,46.99,Đất cát,Cây bông,18,0,24,DAP
34.67,56.47,33.94,Đất thịt tơi xốp,Cây bông,20,0,22,14-35-14
30.85,62.67,70.0,Đất mùn,Cây bắp,37,3,4,28-28
30.26,51.93,67.2,Đất cát,Cây chè,15,0,42,Urea
31.2,58.13,55.28,Đất sét,Cây bắp,1,19,12,20-20
30.08,70.01,35.0,Đất sét,Cây mía,22,0,17,20-20
30.41,57.18,58.29,Đất đỏ bazan,Cây lúa,7,5,27,28-28
29.58,55.83,32.4,Đất cát,Cây mía,45,1,2,17-17-17
24.66,51.66,45.41,Đất thịt tơi xốp,Cây chuối,25,0,25,14-35-14
33.91,67.92,38.66,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),9,0,7,17-17-17
26.95,47.7,20.39,Đất sét,Khoai tây,10,3,13,17-17-17
26.25,56.03,69.41,Đất cát,Cây mía,7,7,16,10-26-26
26.88,54.41,28.3,Đất sét,Cây bắp,24,0,15,10-26-26
38.72,72.63,44.83,Đất thịt tơi xốp,Cây lúa,37,4,0,14-35-14
29.2,55.04,68.65,Đất mùn,Millets,2,9,33,20-20
24.84,54.15,44.72,Đất sét,Cây bắp,37,3,4,10-26-26
31.87,61.74,41.71,Đất cát,Cây mía,8,1,10,Urea
33.22,55.48,63.02,Đất đỏ bazan,Cây chè,7,6,34,28-28
33.82,72.77,45.9,Đất cát,Cây lúa,17,0,12,17-17-17
40.0,66.66,43.95,Đất thịt tơi xốp,Millets,39,0,0,28-28
23.32,51.38,36.32,Đất sét,Cây lúa,11,0,40,20-20
35.87,59.89,50.2,Đất sét,Các loại đậu,1,16,19,14-35-14
35.78,74.8,29.82,Đất thịt tơi xốp,Khoai tây,8,4,13,28-28
28.48,54.42,23.99,Đất đỏ bazan,Cây bắp,8,4,27,20-20
26.58,48.73,49.63,Đất mùn,Cây chè,25,1,24,DAP
26.2,54.23,41.59,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),0,14,14,20-20
33.25,59.02,58.34,Đất thịt tơi xốp,Cây chè,14,0,31,14-35-14
32.1,66.19,31.38,Đất sét,Cây lúa,44,0,0,28-28
21.71,58.45,32.63,Đất cát,Các loại đậu,18,0,20,14-35-14
37.74,72.77,41.36,Đất sét,Các loại đậu,4,12,33,17-17-17
40.0,74.04,47.46,Đất thịt tơi xốp,Cây bông,41,4,3,DAP
26.52,54.16,39.44,Đất sét,Cây chè,12,0,10,10-26-26
31.34,61.15,61.58,Đất thịt tơi xốp,Các loại đậu,8,0,8,10-26-26
26.47,52.11,39.99,Đất thịt tơi xốp,Cây mía,10,2,9,DAP
25.28,45.69,24.19,Đất mùn,Cây mía,38,0,0,17-17-17
31.12,58.29,37.01,Đất sét,Khoai tây,8,9,30,Urea
27.26,62.29,46.78,Đất cát,Cây lúa,22,4,19,10-26-26
24.52,45.6,63.28,Đất đỏ bazan,Cây chè,40,0,2,Urea
35.75,63.57,38.89,Đất mùn,Cây đậu phộng (Lạc),36,0,1,28-28
25.55,63.42,27.81,Đất mùn,Cây lúa,5,17,14,DAP
30.84,63.15,54.37,Đất thịt tơi xốp,Cây chè,22,1,19,20-20
28.63,52.84,34.25,Đất sét,Cây bắp,21,4,18,14-35-14
32.94,72.52,37.15,Đất cát,Cây đậu phộng (Lạc),10,0,41,17-17-17
37.38,69.43,42.68,Đất mùn,Các loại hạt (hạt mè, hạt  cải),38,0,0,14-35-14
22.27,40.25,63.8,Đất sét,Cây mía,12,2,11,10-26-26
25.84,44.81,44.37,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),9,5,24,DAP
33.02,49.45,31.28,Đất thịt tơi xốp,Cây đậu phộng (Lạc),15,0,38,10-26-26
30.45,57.02,53.78,Đất cát,Cây mía,13,3,35,17-17-17
37.66,55.23,31.77,Đất sét,Cây bắp,12,4,41,17-17-17
34.19,63.11,35.01,Đất sét,Cây bông,14,2,40,Urea
32.13,55.38,43.65,Đất thịt tơi xốp,Cây mía,23,0,16,Urea
36.31,62.76,31.8,Đất cát,Cây chuối,33,0,0,20-20
30.0,48.39,24.07,Đất sét,Cây bắp,8,0,41,14-35-14
32.96,52.26,42.35,Đất sét,Cây chè,17,0,4,DAP
30.6,52.99,29.12,Đất cát,Các loại hạt (hạt mè, hạt  cải),24,0,25,17-17-17
23.83,52.78,20.0,Đất thịt tơi xốp,Các loại đậu,4,14,34,20-20
23.74,48.91,62.89,Đất cát,Cây lúa,8,14,13,28-28
22.61,51.15,40.5,Đất cát,Cây đậu phộng (Lạc),38,0,0,Urea
22.26,58.83,33.35,Đất đỏ bazan,Millets,23,0,26,10-26-26
27.42,50.44,30.86,Đất mùn,Millets,15,3,9,10-26-26
32.38,55.82,40.91,Đất cát,Các loại hạt (hạt mè, hạt  cải),8,9,17,DAP
32.77,60.55,61.77,Đất sét,Cây mía,3,10,28,20-20
28.08,58.59,44.33,Đất đỏ bazan,Millets,24,3,20,14-35-14
38.07,67.05,32.47,Đất cát,Cây chuối,14,0,35,20-20
25.38,57.54,70.0,Đất thịt tơi xốp,Cây đậu phộng (Lạc),36,0,0,Urea
26.79,43.38,41.56,Đất sét,Các loại hạt (hạt mè, hạt  cải),24,3,23,Urea
22.05,52.83,36.27,Đất đỏ bazan,Cây mía,14,4,45,20-20
31.02,47.08,52.83,Đất mùn,Các loại đậu,9,3,25,20-20
28.97,59.7,23.81,Đất mùn,Các loại hạt (hạt mè, hạt  cải),39,2,3,28-28
29.42,56.7,47.96,Đất thịt tơi xốp,Cây bắp,39,0,0,10-26-26
29.51,56.65,41.98,Đất mùn,Millets,22,0,28,DAP
25.84,57.48,40.97,Đất đỏ bazan,Các loại đậu,5,7,32,10-26-26
35.66,53.57,31.42,Đất cát,Khoai tây,43,0,3,17-17-17
30.28,53.79,45.41,Đất thịt tơi xốp,Khoai tây,14,6,24,DAP
33.46,60.18,43.06,Đất thịt tơi xốp,Cây bắp,21,0,20,17-17-17
22.05,46.19,28.77,Đất sét,Khoai tây,16,0,15,28-28
40.0,67.16,44.64,Đất cát,Cây bông,36,1,0,14-35-14
35.64,57.39,53.46,Đất mùn,Cây bông,7,12,10,Urea
32.0,69.37,40.63,Đất đỏ bazan,Millets,9,0,11,14-35-14
28.35,55.27,47.18,Đất mùn,Cây đậu phộng (Lạc),7,0,11,20-20
36.17,70.81,32.25,Đất sét,Cây mía,12,0,35,17-17-17
26.26,49.17,33.65,Đất mùn,Các loại đậu,20,0,20,28-28
29.77,53.93,44.28,Đất cát,Cây chè,15,4,37,DAP
28.12,49.45,37.57,Đất cát,Cây mía,18,2,16,DAP
31.84,54.29,26.55,Đất mùn,Cây lúa,42,0,3,20-20
34.76,56.86,47.11,Đất đỏ bazan,Cây chuối,16,4,6,Urea
30.08,49.47,60.63,Đất thịt tơi xốp,Cây lúa,11,3,32,20-20
23.0,60.54,38.01,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),30,0,4,28-28
25.3,50.39,29.86,Đất đỏ bazan,Cây mía,7,13,15,10-26-26
29.65,55.27,57.09,Đất thịt tơi xốp,Millets,8,4,36,14-35-14
28.53,57.4,65.78,Đất sét,Cây chuối,13,0,6,17-17-17
23.52,62.06,63.73,Đất đỏ bazan,Cây chuối,13,2,16,DAP
26.74,51.72,49.96,Đất mùn,Các loại hạt (hạt mè, hạt  cải),17,1,21,10-26-26
36.27,58.72,31.17,Đất mùn,Các loại đậu,9,0,34,DAP
30.8,59.23,32.46,Đất sét,Khoai tây,8,19,11,28-28
34.33,61.6,35.53,Đất sét,Cây bắp,22,0,22,DAP
25.38,61.44,49.36,Đất cát,Cây chuối,43,0,3,DAP
26.37,46.29,20.0,Đất thịt tơi xốp,Cây bông,7,13,30,DAP
35.61,69.21,45.08,Đất sét,Cây mía,26,0,17,10-26-26
26.38,57.12,57.3,Đất cát,Cây đậu phộng (Lạc),10,7,32,20-20
26.28,53.99,20.0,Đất cát,Cây bông,12,14,12,17-17-17
33.29,64.15,33.58,Đất mùn,Cây lúa,22,4,20,20-20
32.06,58.25,33.38,Đất sét,Cây chè,9,8,33,10-26-26
39.4,57.28,40.19,Đất thịt tơi xốp,Cây chè,13,0,40,14-35-14
40.0,68.47,49.84,Đất đỏ bazan,Cây bắp,18,0,38,10-26-26
38.66,61.44,26.03,Đất thịt tơi xốp,Các loại đậu,10,0,36,Urea
38.84,59.67,60.84,Đất mùn,Cây lúa,7,17,9,14-35-14
31.42,54.93,41.21,Đất sét,Khoai tây,11,1,7,10-26-26
31.94,52.61,58.38,Đất mùn,Millets,16,0,8,Urea
33.81,55.89,56.88,Đất sét,Các loại đậu,10,2,33,10-26-26
28.61,59.13,22.9,Đất sét,Cây mía,37,0,1,10-26-26
33.41,53.69,63.42,Đất đỏ bazan,Cây đậu phộng (Lạc),10,3,13,14-35-14
29.76,60.63,45.62,Đất thịt tơi xốp,Cây chuối,33,0,0,28-28
31.81,66.62,69.44,Đất cát,Các loại đậu,25,3,23,20-20
29.8,65.49,61.86,Đất cát,Cây bông,10,10,12,20-20
40.0,61.65,27.12,Đất đỏ bazan,Khoai tây,9,2,44,DAP
29.2,62.74,46.45,Đất thịt tơi xốp,Cây bắp,3,20,16,28-28
35.08,55.2,65.28,Đất đỏ bazan,Cây chè,10,3,42,17-17-17
26.46,63.81,50.64,Đất cát,Cây chè,12,12,9,DAP
27.05,62.62,35.54,Đất mùn,Millets,37,0,2,Urea
24.98,62.27,48.83,Đất sét,Cây bắp,21,0,20,14-35-14
30.73,64.04,58.01,Đất thịt tơi xốp,Cây bông,12,4,37,Urea
38.05,68.85,57.68,Đất thịt tơi xốp,Cây chuối,9,13,29,28-28
32.47,67.69,65.89,Đất mùn,Cây chuối,38,2,0,28-28
33.86,54.7,28.74,Đất cát,Khoai tây,36,2,1,17-17-17
31.07,61.96,50.7,Đất cát,Cây chè,11,14,22,28-28
34.71,54.61,40.22,Đất sét,Cây mía,14,4,4,DAP
37.76,58.09,57.42,Đất mùn,Khoai tây,20,0,22,17-17-17
35.18,74.22,33.33,Đất cát,Cây chuối,11,0,45,10-26-26
29.31,62.5,47.47,Đất đỏ bazan,Khoai tây,24,2,21,17-17-17
27.15,60.37,37.43,Đất đỏ bazan,Cây chuối,38,2,0,10-26-26
25.93,53.67,42.39,Đất sét,Cây lúa,27,1,23,Urea
30.13,48.9,67.41,Đất mùn,Cây lúa,12,0,33,DAP
37.89,61.9,29.68,Đất mùn,Cây bông,4,7,27,17-17-17
32.93,68.18,34.78,Đất cát,Cây chè,40,0,0,28-28
31.28,61.86,62.26,Đất thịt tơi xốp,Cây bắp,17,0,35,Urea
28.76,40.17,64.52,Đất cát,Millets,14,10,15,20-20
23.56,43.25,20.0,Đất thịt tơi xốp,Cây bông,10,16,8,10-26-26
27.83,49.73,58.42,Đất sét,Millets,10,0,9,28-28
22.65,53.84,38.27,Đất cát,Cây mía,19,0,17,10-26-26
30.17,60.55,43.86,Đất sét,Cây mía,10,12,16,17-17-17
34.6,69.2,49.03,Đất sét,Millets,11,2,35,10-26-26
24.45,57.16,37.8,Đất thịt tơi xốp,Cây đậu phộng (Lạc),10,0,41,14-35-14
26.81,59.31,70.0,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),11,12,26,DAP
26.37,62.64,41.83,Đất sét,Khoai tây,13,0,9,28-28
36.73,55.27,32.64,Đất mùn,Cây mía,20,2,22,Urea
28.61,53.73,50.17,Đất sét,Millets,5,6,29,DAP
33.97,70.45,35.84,Đất cát,Cây mía,8,1,36,Urea
31.01,70.62,28.39,Đất cát,Các loại đậu,25,0,21,DAP
32.51,57.48,30.67,Đất cát,Cây mía,12,0,17,28-28
37.75,55.56,50.84,Đất đỏ bazan,Cây chè,40,1,0,10-26-26
29.18,45.12,49.86,Đất sét,Khoai tây,19,3,24,20-20
39.61,73.34,50.25,Đất cát,Các loại hạt (hạt mè, hạt  cải),41,0,4,Urea
28.4,58.17,39.15,Đất đỏ bazan,Cây lúa,33,0,0,10-26-26
34.28,67.15,39.35,Đất đỏ bazan,Cây lúa,26,0,26,14-35-14
31.35,59.91,24.9,Đất thịt tơi xốp,Cây mía,15,13,12,28-28
32.56,55.34,46.86,Đất cát,Millets,34,0,0,14-35-14
32.1,57.13,37.58,Đất sét,Các loại đậu,26,3,19,14-35-14
34.65,63.66,47.3,Đất sét,Millets,8,4,25,DAP
30.12,51.7,31.85,Đất mùn,Millets,40,0,4,20-20
37.03,72.04,29.53,Đất mùn,Khoai tây,7,11,29,28-28
30.58,56.52,48.44,Đất cát,Cây chè,40,0,0,Urea
31.32,56.57,40.22,Đất cát,Cây chè,24,4,19,20-20
33.03,66.07,33.81,Đất đỏ bazan,Cây bông,39,0,0,10-26-26
32.53,62.34,30.4,Đất sét,Cây mía,40,0,0,10-26-26
26.58,42.83,35.09,Đất cát,Các loại hạt (hạt mè, hạt  cải),12,12,7,17-17-17
29.13,73.22,52.98,Đất thịt tơi xốp,Cây mía,41,2,1,20-20
28.23,56.74,28.06,Đất sét,Cây mía,37,2,0,20-20
36.2,64.43,57.43,Đất thịt tơi xốp,Cây chè,4,3,9,17-17-17
23.37,45.91,67.84,Đất cát,Cây mía,40,0,0,20-20
40.0,53.38,47.05,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),12,0,37,28-28
26.83,54.4,41.76,Đất mùn,Cây mía,40,0,3,20-20
33.02,65.44,50.47,Đất mùn,Cây chuối,6,12,28,28-28
29.16,53.59,60.85,Đất cát,Các loại đậu,14,6,33,14-35-14
31.59,71.2,27.7,Đất thịt tơi xốp,Cây lúa,23,0,22,28-28
33.15,58.53,32.29,Đất mùn,Cây mía,3,7,34,DAP
26.27,48.43,36.14,Đất mùn,Cây bắp,15,0,8,17-17-17
35.1,61.71,41.61,Đất đỏ bazan,Cây bông,42,0,0,Urea
24.59,47.16,21.81,Đất sét,Cây đậu phộng (Lạc),15,0,36,14-35-14
29.4,52.91,43.18,Đất thịt tơi xốp,Các loại đậu,9,14,12,17-17-17
28.05,52.74,43.39,Đất cát,Các loại đậu,4,21,17,17-17-17
24.59,59.0,58.71,Đất thịt tơi xốp,Khoai tây,11,0,17,10-26-26
27.09,50.45,54.43,Đất mùn,Cây mía,11,10,36,Urea
26.63,61.32,55.43,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),9,0,13,14-35-14
29.32,66.28,55.01,Đất mùn,Cây mía,11,0,12,10-26-26
25.75,55.81,39.52,Đất sét,Cây chuối,8,9,14,DAP
29.62,61.0,31.32,Đất thịt tơi xốp,Cây bắp,42,3,0,14-35-14
23.85,60.61,56.48,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),10,0,9,Urea
31.15,59.56,27.97,Đất thịt tơi xốp,Cây bông,9,4,38,14-35-14
28.76,55.72,49.49,Đất thịt tơi xốp,Millets,37,0,2,10-26-26
31.33,67.83,68.19,Đất cát,Cây đậu phộng (Lạc),26,0,15,17-17-17
38.04,73.24,69.06,Đất mùn,Cây đậu phộng (Lạc),16,1,42,20-20
29.22,57.29,29.75,Đất sét,Cây chuối,11,13,33,14-35-14
30.67,66.76,52.32,Đất cát,Cây bắp,26,3,25,20-20
30.39,54.66,40.53,Đất thịt tơi xốp,Cây đậu phộng (Lạc),6,19,18,DAP
24.04,44.61,65.64,Đất mùn,Các loại đậu,40,0,0,Urea
24.04,54.47,46.62,Đất thịt tơi xốp,Cây đậu phộng (Lạc),12,0,39,14-35-14
30.21,53.36,54.28,Đất sét,Các loại hạt (hạt mè, hạt  cải),13,10,28,10-26-26
36.53,60.86,45.04,Đất thịt tơi xốp,Khoai tây,9,1,35,28-28
23.6,54.64,32.83,Đất cát,Cây đậu phộng (Lạc),21,1,16,14-35-14
24.21,49.11,62.53,Đất sét,Cây chè,7,0,13,Urea
28.95,45.51,33.51,Đất đỏ bazan,Millets,14,4,43,17-17-17
28.75,60.69,32.81,Đất thịt tơi xốp,Cây đậu phộng (Lạc),7,8,34,28-28
29.43,60.47,58.66,Đất sét,Các loại hạt (hạt mè, hạt  cải),17,0,35,17-17-17
35.11,67.01,48.64,Đất thịt tơi xốp,Cây mía,9,3,32,14-35-14
33.94,62.53,22.09,Đất thịt tơi xốp,Cây đậu phộng (Lạc),13,19,18,DAP
30.89,58.68,33.78,Đất cát,Cây bắp,34,2,3,DAP
33.14,60.57,35.83,Đất đỏ bazan,Cây đậu phộng (Lạc),25,2,23,17-17-17
29.9,51.27,49.74,Đất sét,Các loại hạt (hạt mè, hạt  cải),8,0,8,20-20
32.53,58.97,39.94,Đất đỏ bazan,Khoai tây,7,0,14,10-26-26
25.9,47.84,31.55,Đất cát,Các loại đậu,11,2,14,14-35-14
34.13,59.23,63.23,Đất mùn,Cây mía,5,6,29,Urea
30.53,65.11,53.95,Đất sét,Millets,13,0,7,10-26-26
26.0,66.36,26.96,Đất sét,Cây mía,13,12,18,14-35-14
27.4,54.83,69.04,Đất mùn,Cây bông,9,7,15,20-20
38.44,62.45,46.09,Đất đỏ bazan,Khoai tây,42,0,0,17-17-17
29.37,62.57,51.8,Đất đỏ bazan,Cây chuối,10,0,45,28-28
29.54,67.83,40.1,Đất mùn,Cây bông,26,2,24,Urea
31.31,48.85,25.68,Đất thịt tơi xốp,Cây mía,30,1,4,28-28
32.51,67.8,42.49,Đất thịt tơi xốp,Cây mía,14,0,41,17-17-17
28.24,48.4,33.28,Đất đỏ bazan,Cây chè,31,4,0,17-17-17
39.87,60.83,56.01,Đất sét,Cây đậu phộng (Lạc),18,0,40,DAP
22.54,44.49,64.67,Đất sét,Cây đậu phộng (Lạc),14,9,15,17-17-17
39.58,71.07,39.53,Đất mùn,Các loại đậu,7,1,39,DAP
36.66,60.99,46.13,Đất mùn,Cây chuối,42,1,0,20-20
30.67,59.09,30.58,Đất đỏ bazan,Cây mía,37,4,3,20-20
28.01,54.25,39.67,Đất đỏ bazan,Cây bắp,23,4,14,28-28
25.01,43.66,44.44,Đất mùn,Các loại hạt (hạt mè, hạt  cải),7,13,17,20-20
29.26,60.28,34.61,Đất mùn,Cây mía,45,0,3,28-28
35.64,76.74,55.07,Đất mùn,Cây mía,35,4,0,DAP
25.85,59.28,48.78,Đất đỏ bazan,Cây đậu phộng (Lạc),14,2,34,14-35-14
27.37,52.08,45.62,Đất sét,Cây bắp,11,1,45,28-28
26.57,53.34,23.1,Đất thịt tơi xốp,Cây chè,13,0,36,14-35-14
36.24,55.86,52.22,Đất cát,Khoai tây,8,2,15,DAP
39.58,56.11,42.44,Đất cát,Cây chè,18,0,45,28-28
33.06,52.39,40.7,Đất mùn,Millets,26,3,20,Urea
32.03,57.94,48.58,Đất sét,Cây chuối,17,1,17,17-17-17
26.9,57.31,68.61,Đất thịt tơi xốp,Cây bông,14,12,17,14-35-14
33.47,59.46,64.44,Đất cát,Cây chuối,6,0,16,28-28
40.0,62.39,45.31,Đất sét,Cây lúa,8,0,41,Urea
31.98,60.7,35.91,Đất mùn,Các loại đậu,12,12,17,Urea
32.84,62.04,32.05,Đất cát,Cây mía,15,0,13,17-17-17
27.96,54.06,47.23,Đất thịt tơi xốp,Millets,11,0,17,14-35-14
32.11,71.86,56.34,Đất sét,Cây đậu phộng (Lạc),8,0,11,20-20
37.68,71.36,32.07,Đất sét,Khoai tây,11,4,40,Urea
33.29,72.81,38.08,Đất đỏ bazan,Cây chè,5,19,25,10-26-26
24.24,45.3,68.56,Đất sét,Cây đậu phộng (Lạc),13,0,10,20-20
29.39,58.92,32.77,Đất cát,Cây chuối,6,20,14,20-20
34.12,78.05,45.51,Đất cát,Các loại hạt (hạt mè, hạt  cải),40,0,4,Urea
31.46,60.92,35.26,Đất thịt tơi xốp,Cây đậu phộng (Lạc),10,2,39,20-20
25.84,46.79,35.77,Đất sét,Cây lúa,43,0,0,10-26-26
30.65,57.55,43.54,Đất thịt tơi xốp,Cây bắp,22,0,23,Urea
36.25,60.68,42.98,Đất thịt tơi xốp,Cây mía,6,8,28,17-17-17
28.64,69.09,42.89,Đất mùn,Cây bông,28,2,17,14-35-14
30.28,59.17,40.52,Đất đỏ bazan,Các loại đậu,10,0,8,20-20
36.5,52.36,24.4,Đất đỏ bazan,Cây lúa,14,4,32,17-17-17
21.57,50.51,47.72,Đất thịt tơi xốp,Cây chuối,18,0,14,DAP
33.9,74.86,57.18,Đất cát,Cây chuối,19,0,42,Urea
37.18,70.69,58.98,Đất đỏ bazan,Cây mía,36,1,0,20-20
33.28,76.03,40.66,Đất sét,Cây đậu phộng (Lạc),9,17,19,28-28
29.85,58.07,42.1,Đất cát,Cây chè,10,17,15,20-20
21.99,53.33,61.68,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),5,3,14,14-35-14
23.41,43.66,20.16,Đất sét,Các loại đậu,38,0,0,14-35-14
30.29,46.16,40.66,Đất sét,Cây lúa,32,0,0,DAP
31.65,57.0,56.28,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),4,12,24,14-35-14
32.15,58.22,58.63,Đất sét,Cây bông,28,0,19,DAP
30.74,62.79,50.57,Đất cát,Cây chè,9,2,10,Urea
22.28,49.97,42.28,Đất sét,Các loại đậu,44,0,0,Urea
29.84,42.95,34.38,Đất sét,Cây mía,10,13,19,14-35-14
36.14,74.84,61.48,Đất cát,Cây chè,18,1,37,17-17-17
39.75,66.91,26.89,Đất thịt tơi xốp,Cây đậu phộng (Lạc),12,4,27,10-26-26
30.44,68.6,66.26,Đất sét,Cây đậu phộng (Lạc),26,0,16,14-35-14
30.86,51.58,34.05,Đất đỏ bazan,Millets,11,1,43,20-20
30.22,65.07,28.06,Đất đỏ bazan,Cây bông,22,1,18,Urea
30.08,52.22,52.78,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),12,4,33,28-28
37.77,72.96,37.53,Đất thịt tơi xốp,Cây chè,16,0,35,10-26-26
20.55,57.33,36.43,Đất đỏ bazan,Cây chuối,25,0,16,DAP
30.4,60.18,28.18,Đất mùn,Cây bông,36,0,0,DAP
28.3,62.72,42.06,Đất sét,Cây chuối,40,0,0,20-20
33.03,50.75,42.07,Đất mùn,Cây mía,12,0,33,17-17-17
24.26,66.8,29.59,Đất mùn,Cây đậu phộng (Lạc),12,0,40,17-17-17
36.13,61.57,35.14,Đất mùn,Cây bắp,40,1,4,14-35-14
36.76,72.35,33.65,Đất thịt tơi xốp,Cây lúa,12,3,9,14-35-14
30.12,52.36,33.8,Đất cát,Cây đậu phộng (Lạc),28,0,19,28-28
22.16,43.31,42.41,Đất đỏ bazan,Các loại đậu,18,0,9,14-35-14
32.65,68.89,29.69,Đất sét,Millets,8,0,6,14-35-14
26.89,51.17,70.0,Đất sét,Cây mía,37,3,4,10-26-26
33.44,59.53,70.0,Đất sét,Cây bông,12,0,41,DAP
29.67,47.88,23.8,Đất đỏ bazan,Khoai tây,25,4,18,10-26-26
25.12,50.56,52.48,Đất cát,Millets,13,1,11,28-28
36.37,67.68,30.08,Đất mùn,Cây chè,39,0,2,17-17-17
29.06,68.31,52.37,Đất đỏ bazan,Khoai tây,16,0,10,14-35-14
25.78,64.69,32.38,Đất mùn,Cây đậu phộng (Lạc),13,4,38,28-28
30.4,55.27,41.63,Đất sét,Khoai tây,17,2,29,DAP
36.0,59.46,52.35,Đất sét,Cây chuối,9,13,10,28-28
25.43,48.84,35.9,Đất thịt tơi xốp,Các loại đậu,35,0,0,17-17-17
34.49,54.23,21.17,Đất thịt tơi xốp,Cây mía,16,1,38,DAP
30.5,59.68,35.22,Đất thịt tơi xốp,Cây chuối,11,4,18,Urea
24.25,67.07,21.47,Đất mùn,Cây chè,12,15,20,17-17-17
35.42,65.57,43.67,Đất sét,Các loại đậu,44,4,0,17-17-17
30.41,64.96,48.09,Đất thịt tơi xốp,Các loại đậu,10,2,33,DAP
27.52,42.91,21.12,Đất đỏ bazan,Khoai tây,15,15,13,10-26-26
24.68,49.97,70.0,Đất mùn,Cây đậu phộng (Lạc),11,4,12,DAP
29.32,64.15,57.63,Đất thịt tơi xốp,Cây bông,7,10,10,28-28
31.83,55.75,46.33,Đất cát,Millets,17,10,12,Urea
40.0,61.76,49.42,Đất mùn,Cây bông,4,11,29,Urea
27.8,65.85,31.27,Đất sét,Cây chuối,9,3,26,20-20
31.7,55.64,40.28,Đất cát,Cây bắp,13,2,13,17-17-17
29.0,65.07,70.0,Đất đỏ bazan,Cây bắp,10,2,32,DAP
29.04,70.01,36.9,Đất thịt tơi xốp,Cây đậu phộng (Lạc),12,0,13,DAP
27.98,42.2,60.29,Đất sét,Các loại đậu,7,17,14,20-20
35.17,73.71,70.0,Đất mùn,Cây bắp,12,0,35,Urea
26.03,44.6,30.68,Đất đỏ bazan,Cây bông,12,7,31,20-20
27.89,59.42,32.46,Đất cát,Cây chè,23,1,19,14-35-14
38.67,65.53,64.36,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),34,0,0,DAP
24.54,46.43,32.67,Đất thịt tơi xốp,Khoai tây,17,0,17,28-28
32.82,66.47,59.62,Đất đỏ bazan,Khoai tây,10,3,37,10-26-26
24.05,56.01,29.3,Đất đỏ bazan,Cây mía,14,18,12,10-26-26
32.67,66.98,67.27,Đất mùn,Cây bông,6,0,39,Urea
31.25,49.31,59.62,Đất cát,Khoai tây,8,2,11,28-28
21.28,54.65,57.82,Đất sét,Cây bông,8,0,4,28-28
